year,resource,variable,units,magnitude,source,data_value,flag
2022,Renewable,Gigawatt hours,Number,Percent,MBIE,83,F
2022,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,12023909,R
2022,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,4476208,R
2022,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,825006,R
2022,Renewable,Resource rent,Number,Percent,Environmental Accounts,83,F
2022,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,105634,R
2022,Solar,Generation,Gigawatt hours,Actual,MBIE,230,R
2022,Solar,Gigawatt hours,Number,Percent,MBIE,1,F
2022,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,60175,R
2022,Solar,Other changes,Dollars,Thousands,Environmental Accounts,45459,R
2022,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,5282,R
2022,Total generation,Generation,Gigawatt hours,Actual,MBIE,43314,R
2022,Total generation,Prices,Number,Average,Electricity Authority,157,F
2022,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,994242,R
2022,Waste heat,Generation,Gigawatt hours,Actual,MBIE,45,F
2022,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,1251647,R
2022,Wind,Generation,Gigawatt hours,Actual,MBIE,2726,F
2022,Wind,Gigawatt hours,Number,Percent,MBIE,6,F
2022,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,791148,R
2022,Wind,Other changes,Dollars,Thousands,Environmental Accounts,460499,R
2022,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,62582,R
2022,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,222170,R
2022,Wood,Generation,Gigawatt hours,Actual,MBIE,484,F
2022,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2022,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,161336,R
2022,Wood,Other changes,Dollars,Thousands,Environmental Accounts,60834,R
2022,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,11109,R
2023,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,94649,P
2023,Biogas,Generation,Gigawatt hours,Actual,MBIE,264,P
2023,Biogas,Gigawatt hours,Number,Percent,MBIE,1,P
2023,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,121026,P
2023,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,-26377,P
2023,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,4732,P
2023,Coal,Generation,Gigawatt hours,Actual,MBIE,981,P
2023,Gas,Generation,Gigawatt hours,Actual,MBIE,4086,P
2023,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2850311,P
2023,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7963,P
2023,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,P
2023,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,3652730,P
2023,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,-802420,P
2023,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,142516,P
2023,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,9461117,P
2023,Hydro,Generation,Gigawatt hours,Actual,MBIE,26432,P
2023,Hydro,Gigawatt hours,Number,Percent,MBIE,61,P
2023,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,11146909,P
2023,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,-1685792,P
2023,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,473056,P
2023,Oil,Generation,Gigawatt hours,Actual,MBIE,6,P
2023,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,13685036,P
2023,Renewable,Generation,Gigawatt hours,Actual,MBIE,38232,P
2023,Renewable,Gigawatt hours,Number,Percent,MBIE,88,P
2023,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,16500117,P
2023,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,-2815081,P
2023,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,684252,P
2023,Renewable,Resource rent,Number,Percent,Environmental Accounts,88,P
2023,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,106864,P
2023,Solar,Generation,Gigawatt hours,Actual,MBIE,299,P
2023,Solar,Gigawatt hours,Number,Percent,MBIE,1,P
2023,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,105634,P
2023,Solar,Other changes,Dollars,Thousands,Environmental Accounts,1230,P
2023,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,5343,P
2023,Total generation,Generation,Gigawatt hours,Actual,MBIE,43343,P
2023,Total generation,Prices,Number,Average,Electricity Authority,109,P
2023,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,775724,P
2023,Waste heat,Generation,Gigawatt hours,Actual,MBIE,38,P
2023,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,1021389,P
2023,Wind,Generation,Gigawatt hours,Actual,MBIE,2853,P
2023,Wind,Gigawatt hours,Number,Percent,MBIE,7,P
2023,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,1251647,P
2023,Wind,Other changes,Dollars,Thousands,Environmental Accounts,-230258,P
2023,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,51069,P
2023,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,150706,P
2023,Wood,Generation,Gigawatt hours,Actual,MBIE,421,P
2023,Wood,Gigawatt hours,Number,Percent,MBIE,1,P
2023,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,222170,P
2023,Wood,Other changes,Dollars,Thousands,Environmental Accounts,-71465,P
2023,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,7535,P
